id,action_type,title,platform,user_id,timestamp,contents_id_content,youtube_streams_id_streams,category_id,module_name
1fd39301-0893-4053-9cf9-22529b812e00,view_infografis_list,Temukan Infografis lainnya,ios,testessl846@gmail.com,2026-08-19 17:19:36.295053+00,,,,infografis
1fe64cb5-5da0-47f6-832a-dcc00538e7a2,view_page,Halaman Login,android,,2026-08-26 03:58:20.28862+00,,,,auth
21738313-7bc3-464a-b315-693b46e16c8c,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 02:04:27.148714+00,,,,berita
234fc65e-d18e-4b28-be91-134be7523418,view_pdf,Luas Panen dan Produksi Padidi Kota Malang 2025 (Angka Tetap),ios,testessl846@gmail.com,2026-08-21 08:24:23.555712+00,,,6,fitur
238d69e9-bcc2-4f85-ab90-451844d19cb7,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 02:57:59.825744+00,,,,berita
24af5336-9df5-4e79-8b9e-395e6b93e0cf,view_page,Luas Panen Padi,ios,testessl846@gmail.com,2026-08-20 02:57:50.962011+00,,,6,fitur
253715cf-f2da-44ea-9bff-6bbf55b216b0,view_pdf,"Tingkat Penghunian Tingkat Penghunian Kamar Hotel di Kota Malang Tembus 48,57 Persen Selama Musim Libur Sekolah Juni 2026",ios,testessl846@gmail.com,2026-08-20 08:29:16.766496+00,,,1,fitur
25a36137-5d46-4a98-a040-b75f31cc82b9,view_pdf,"Pada Tahun 2024, Luas Panen Padi di Kota Malang sebesar 1.610,91 hektar dan produksi padi sebanyak 10.496,55 ton gabah kering giling (GKG).",ios,testessl846@gmail.com,2026-08-20 02:58:11.054113+00,,,6,fitur
2650ff34-1818-4edd-96f1-33a5ce81d727,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:36:21.429582+00,,,,auth
268c3f1d-dd1f-40a1-a5be-8583bb4cbaaa,view_page,IPM,ios,testessl846@gmail.com,2026-08-20 07:28:56.860986+00,,,3,fitur
279a9ce0-2aeb-42ec-ba69-0ce85504b6b7,view_pdf,Profil Kemiskinan Kota Malang Tahun 2024,ios,testessl846@gmail.com,2026-08-19 17:18:28.263242+00,,,4,fitur
27f756d8-b0ef-4a1a-984a-0736e93d3c0d,view_page,Tenaga Kerja,ios,testessl846@gmail.com,2026-08-20 15:11:51.172198+00,,,2,fitur
2a0a468d-699f-4802-bd1d-96a7d4f0e4fa,view_pdf,Luas Panen dan Produksi Padidi Kota Malang 2025 (Angka Tetap),ios,testessl846@gmail.com,2026-08-20 02:58:03.191473+00,,,6,fitur
2b41f997-c3a3-4cfd-9741-29bbc5e4ae44,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan April 2026 Mencapai 40,69 persen",ios,testessl846@gmail.com,2026-08-20 04:42:51.128633+00,,,1,fitur
2b74eb94-2ef5-433b-8137-11964832cbe5,view_infografis_list,Temukan Infografis lainnya,android,20tttttttttttt@gmail.com,2026-08-27 07:18:55.89689+00,,,,infografis
2d02e405-b7ae-48d9-b79f-5db079fa00cb,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:06:09.187123+00,,,7,fitur
2d97243f-5c6a-4d17-b80b-cbab3ab38b28,view_page,Penduduk Bekerja (IPM),ios,testessl846@gmail.com,2026-08-20 02:04:59.480789+00,,,3,fitur
302ae5be-beeb-4b2b-af53-b37055cdd284,view_publikasi_list,Temukan Publikasi lainnya,ios,testessl846@gmail.com,2026-08-20 02:56:52.451929+00,,,,publikasi
325502ed-1a3d-4f01-a441-de1bc9677e74,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:06:21.326843+00,,,7,fitur
33416339-b2dd-4e1b-93cd-dffb15d4c24b,download_file,Infografis ST2023 - I Kota Malang,ios,testessl846@gmail.com,2026-08-20 04:42:43.483583+00,,,,berita
34e8ff25-daec-4d42-9097-cb8a040371eb,view_pdf,Analisis Hasil Survei Kebutuhan Data BPS Kota Malang 2025,ios,testessl846@gmail.com,2026-08-20 04:05:46.298936+00,,,,berita
367b0726-6478-40af-ace9-643ce878e19b,view_page,Daya Beli,ios,testessl846@gmail.com,2026-08-19 17:19:32.043563+00,,,3,fitur
37a365e4-3c1c-42fe-9bd2-2e63ebef4876,view_pdf,"Keadaan Ketenagakerjaan Kota Malang, Agustus 2020",ios,testessl846@gmail.com,2026-08-20 02:10:29.12456+00,,,2,fitur
37ce40c0-e3a5-481b-a6a6-456a9b75d49b,view_page,IPM,ios,testessl846@gmail.com,2026-08-20 15:24:40.461514+00,,,3,fitur
387d2f48-2c20-4f4e-92de-2b71f803a99d,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 04:41:36.885783+00,,,,berita
38844dd9-b60b-4661-a55a-ab82684e2025,download_file,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang tembus 40,51 persen pada Januari 2026(1)2026-03-02",android,20tttttttttttt@gmail.com,2026-08-27 07:19:16.001082+00,,,1,fitur
3af58858-dd97-41a3-994e-18cfeb7b649f,view_pdf,Luas Panen dan Produksi Padi di Kota Malang Tahun 2024(1),ios,testessl846@gmail.com,2026-08-20 02:58:44.248098+00,,,6,fitur
3c83a6d9-41f2-46ac-8f67-2440bea0340e,login_success,Login Google Sukses,android,20tttttttttttt@gmail.com,2026-08-31 06:43:04.795022+00,,,,auth
3feb622a-6e2c-4c42-87fb-b4f7534596f1,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Lapangan Usaha 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:05:29.48028+00,,,1,fitur
4297b4bd-86b8-461b-85ee-5ed725e09b60,view_youtube_list,Lihat arsip Live Youtube,ios,testessl846@gmail.com,2026-08-20 02:11:57.896597+00,,,,youtube
4356fb9f-1baf-4f73-b0c7-838401436791,view_pdf,Statistik Hortikultura Kota Malang 2023,ios,testessl846@gmail.com,2026-08-20 02:58:54.502721+00,,,6,fitur
43dc2341-c5f9-4304-a038-e2fb2398c4da,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 02:06:30.67045+00,,,,berita
44535f64-0886-4be3-a3bb-cd658433a19e,view_pdf,"Mei 2026 Kota Malang  inflasi Year-on-Year (y-on-y) sebesar 3,1 persen(1)2026-06-02",ios,testessl846@gmail.com,2026-08-19 17:19:48.983546+00,,,1,fitur
4493fbc1-0dc0-4794-8c35-6d9ccf0e992c,view_page,Tenaga Kerja,ios,testessl846@gmail.com,2026-08-20 07:28:47.505244+00,,,2,fitur
44d8c6a6-2393-4ac0-b890-e750ee663513,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:34:56.789304+00,,,,auth
44f43a46-25bf-445e-9619-adeaa1e559e3,view_page,Inflasi Bulanan,ios,testessl846@gmail.com,2026-08-20 07:22:50.568691+00,,,1,fitur
45177bbc-d4de-43bb-9288-4633db042ed0,login_success,Login Google Sukses,android,jonathansalim2204@gmail.com,2026-08-26 04:36:23.609814+00,,,,auth
451969d3-b354-4be8-b219-4a170ab0aa25,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan Mei 2026 Mencapai 43,48 persen",ios,testessl846@gmail.com,2026-08-20 04:42:10.819118+00,,,1,fitur
4584d467-d8fa-4853-9cae-acaa52b88136,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 01:52:34.873806+00,,,,berita
4885a029-0f93-468b-855e-924108ea7a0d,login_success,Login Google Native Sukses,ios,testessl846@gmail.com,2026-08-19 17:15:32.070794+00,,,,auth
4941c9d4-6ee7-425f-b9fa-ca8346f65605,click_login_google,Masuk dengan Google (Native),ios,,2026-08-19 17:15:12.9069+00,,,,auth
4968535b-4e37-43fa-864c-b81d91e0ffe5,view_page,Halaman Profil,ios,testessl846@gmail.com,2026-08-20 06:59:39.427361+00,,,,profil
49b09615-5a4b-48c0-b976-ea45dd29e5c4,view_page,Luas Panen Padi,ios,testessl846@gmail.com,2026-08-20 07:22:54.957909+00,,,6,fitur
49cde2d2-8872-44ed-ac5f-9ebd763c8f1c,view_pdf,Infografis ST2023 - I Kota Malang,ios,testessl846@gmail.com,2026-08-20 04:05:11.607703+00,,,,berita
4b8c5abc-5590-4846-86c3-0f9993bcb97b,login_success,Login Google Sukses,android,20tttttttttttt@gmail.com,2026-08-27 05:16:25.878085+00,,,,auth
4c2259d5-0001-447c-87bf-9dfc6ffbe7c1,view_infografis_list,Temukan Infografis lainnya,ios,testessl846@gmail.com,2026-08-20 04:05:10.466423+00,,,,infografis
4c6cf13b-5fbe-4879-9863-2080b1830f95,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 02:05:02.933667+00,,,,berita
4c879036-0c1e-4743-a4d0-ca074c04edee,view_pdf,"Tingkat Penghunian Tingkat Penghunian Kamar Hotel di Kota Malang Tembus 48,57 Persen Selama Musim Libur Sekolah Juni 2026",ios,testessl846@gmail.com,2026-08-20 04:41:43.731335+00,,,1,fitur
4c966b69-ba05-4933-a6e9-dec5f19c2544,download_file,"Luas Panen dan Produksi Padi di Kota Malang (Angka Sementara, Hasil KSA Amatan September 2(1)2025-11-25",ios,testessl846@gmail.com,2026-08-20 04:11:08.713319+00,,,,infografis
4d4688d5-4865-42b6-9eb5-832778c33582,view_pdf,"Juli 2026 Inflasi Year on Year (y-on-y) Kota Malang sebesar 2,83  persen",ios,testessl846@gmail.com,2026-08-20 04:02:05.373023+00,,,1,fitur
4d72c912-76db-44e2-81e1-5ce04bd95c4a,view_pdf,"Juni 2026 Inflasi Year on Year (y-on-y) Kota Malang sebesar 3,16 persen.",ios,testessl846@gmail.com,2026-08-20 04:41:55.361825+00,,,1,fitur
4e15b400-c503-4f1d-a3a8-8970bfc3ff88,view_pdf,Luas Panen dan Produksi Padidi Kota Malang 2025 (Angka Tetap)(1)2026-03-09,ios,testessl846@gmail.com,2026-08-20 02:58:37.220253+00,,,6,fitur
4f47836b-66de-4cd3-8049-17120ddded3d,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 17:50:19.966799+00,,,,berita
5302f3c5-ae18-474b-9eca-78865191a6fb,view_page,Tenaga Kerja,ios,testessl846@gmail.com,2026-08-19 17:17:16.904644+00,,,2,fitur
53e8be7d-7814-4f4a-9a9b-dc0fd3736f65,view_page,Produksi Padi,ios,testessl846@gmail.com,2026-08-20 08:30:16.997542+00,,,6,fitur
549b47cb-6db3-471b-96da-9d7208071884,view_pdf,Luas Panen dan Produksi Padi Kota Malang 2023,ios,testessl846@gmail.com,2026-08-20 04:44:24.004616+00,,,6,fitur
56d25e92-dbe6-4140-b8e3-91e34406fdf7,view_page,Laju Pertumbuhan Ekonomi,ios,testessl846@gmail.com,2026-08-20 02:10:41.366642+00,,,1,fitur
5772695f-7c79-4da6-932a-74ae022b06e8,view_publikasi_list,Temukan Publikasi lainnya,ios,testessl846@gmail.com,2026-08-20 02:11:10.887856+00,,,,publikasi
585ee2fc-850f-492c-9b9c-b5ee1dd75986,view_page,Halaman Login,android,,2026-08-21 06:49:43.941054+00,,,,auth
58d94f2a-81c1-4abe-b9c4-ce357b9c5a9f,view_pdf,Kota Malang Dalam Angka 2026,ios,testessl846@gmail.com,2026-08-20 04:05:34.216306+00,,,5,fitur
5a37dbd0-6016-483f-b09f-d81d3a8dbf34,view_page,Inflasi Bulanan,ios,testessl846@gmail.com,2026-08-20 03:04:24.606314+00,,,1,fitur
5b2f0782-5310-48ed-9d59-5cd2819630ad,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 08:29:39.624771+00,,,7,fitur
5c02df3c-5927-4b73-b599-30fae7f11f20,download_file,"Tingkat Penghunian Tingkat Penghunian Kamar Hotel di Kota Malang Tembus 48,57 Persen Selama Musim Libur Sekolah Juni 2026",ios,testessl846@gmail.com,2026-08-20 04:04:57.107838+00,,,1,fitur
5cb4f57b-9db7-4f43-a504-19025d2aa0d3,view_pdf,Inflasi Kota Malang 2025,ios,testessl846@gmail.com,2026-08-20 04:11:56.315891+00,,,1,fitur
5d4b44d3-d6a9-4384-84bf-a1d97554893a,view_pdf,Standar Pelayanan-Penjualan Produk BPS,ios,testessl846@gmail.com,2026-08-20 04:09:47.312694+00,,,,berita
5e108e17-425e-45c8-a797-6877487d2d3a,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan Mei 2026 Mencapai 43,48 persen(1)2026-07-01",ios,testessl846@gmail.com,2026-08-20 04:46:35.239487+00,,,1,fitur
609655d5-add5-4127-ab30-0a4efcc0b896,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:36:04.401918+00,,,,auth
61bc3141-776a-41fb-8726-93a36ffb4d6c,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan Mei 2026 Mencapai 43,48 persen(1)2026-07-01",ios,testessl846@gmail.com,2026-08-20 04:44:39.007398+00,,,1,fitur
636887c1-da3c-47f2-af58-5a61711b7ed5,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan Mei 2026 Mencapai 43,48 persen(1)2026-07-01",ios,testessl846@gmail.com,2026-08-20 04:44:42.879583+00,,,1,fitur
63727b24-ec4d-499a-98e3-b307ebab2a97,click_login_google,Masuk dengan Google (Native),android,,2026-08-27 05:15:58.47309+00,,,,auth
637f9241-3638-4357-b357-09ba47eb13c0,view_page,Indeks Keparahan Kemiskinan,ios,testessl846@gmail.com,2026-08-20 07:24:25.769228+00,,,4,fitur
63c09960-87e3-486e-9f4a-d0960d68592a,view_page,Perekonomian,ios,testessl846@gmail.com,2026-08-20 17:58:08.675804+00,,,1,fitur
646b38d8-106d-4543-887a-fbe50122cda1,view_page,Deteksi Dini Inflasi,ios,testessl846@gmail.com,2026-08-20 03:04:26.240456+00,,,1,fitur
64bf1c3e-2dfe-4971-ac47-ff178bba0a34,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:43:24.646518+00,,,7,fitur
685b7b48-e8b0-4bdd-9454-768caa10bbde,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 08:29:13.879794+00,,,,berita
687e4a67-d8db-40fa-a9a1-3cfa901d4fa3,view_brs_list,Temukan BRS lainnya,android,20tttttttttttt@gmail.com,2026-08-31 06:46:25.369625+00,,,,berita
68a8b97c-de10-4236-b7d6-6214920a4b7a,view_pdf,Jumlah Angkatan Kerja Kota Malang pada Agustus 2025 sebanyak 486.794 orang,ios,testessl846@gmail.com,2026-08-20 01:52:40.396627+00,,,2,fitur
69f71230-2d1e-4752-a822-f0743618c22b,view_page,Pertanian,ios,testessl846@gmail.com,2026-08-20 02:57:47.941452+00,,,6,fitur
6b5c18d3-1229-406a-9e48-56d5c5a854ab,view_pdf,"Pada Tahun 2024, Luas Panen Padi di Kota Malang sebesar 1.610,91 hektar dan produksi padi sebanyak 10.496,55 ton gabah kering giling (GKG).",ios,testessl846@gmail.com,2026-08-20 02:56:05.001417+00,,,6,fitur
6db4ec70-7b94-4f61-9060-cd6113e9970d,login_success,Login Google Sukses,android,jonathansalim2204@gmail.com,2026-08-26 04:36:23.628502+00,,,,auth
6e88dd48-acb5-45ec-a236-a9d8ff77c910,view_page,Halaman Profil,ios,testessl846@gmail.com,2026-08-20 07:22:09.254531+00,,,,profil
6edd86c9-6866-4fcb-89f0-b54a67caa254,view_pdf,Luas Panen dan Produksi Padi di Kota Malang 2024,ios,testessl846@gmail.com,2026-08-20 02:58:49.635467+00,,,6,fitur
701bf952-368b-4d17-9b2e-cfe20331ca14,view_pdf,Luas Panen dan Produksi Padidi Kota Malang 2025 (Angka Tetap),ios,testessl846@gmail.com,2026-08-20 08:29:25.898512+00,,,6,fitur
70470587-cac2-4389-93d6-3e832a61eb62,view_pdf,Kota Malang Dalam Angka 2026,ios,testessl846@gmail.com,2026-08-20 04:43:11.113463+00,,,5,fitur
70e74a59-b33e-4226-895d-a018a835f406,view_youtube,Gladi resik Rilis,android,20tttttttttttt@gmail.com,2026-08-31 07:19:04.898287+00,,,,youtube
71c5e57c-738b-4aec-85c2-86a44811730d,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:43:00.528705+00,,,7,fitur
75776a85-64fb-4793-a196-f5ac4c851a1c,download_file,Infografis ST2023 - I Kota Malang,ios,testessl846@gmail.com,2026-08-20 04:09:57.079714+00,,,,berita
7625d61e-a88a-40ac-863e-cefad7803ba9,view_page,Halaman Profil,ios,testessl846@gmail.com,2026-08-20 07:28:40.48349+00,,,,profil
76645049-8554-45a0-b679-68e3e8f698ee,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan Mei 2026 Mencapai 43,48 persen(1)2026-07-01",ios,testessl846@gmail.com,2026-08-20 04:44:27.683861+00,,,1,fitur
786c51e9-5545-499e-8a51-c9c4a06b7f7f,view_page,Perekonomian,ios,testessl846@gmail.com,2026-08-20 03:04:18.52358+00,,,1,fitur
78f5a001-f076-4aee-9067-665a83bf995c,download_file,Standar Pelayanan-Penjualan Produk BPS,ios,testessl846@gmail.com,2026-08-20 08:29:31.963187+00,,,,berita
7952716d-eecc-4407-a7ce-79eb814e6224,view_page,IPM,ios,testessl846@gmail.com,2026-08-20 02:57:12.70532+00,,,3,fitur
796b6151-9ec0-44ea-a82a-79ecba9dfec7,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:11:48.81851+00,,,7,fitur
7c23d8b1-1c5a-497a-937f-393b56b8c455,view_pdf,"Luas Panen dan Produksi Padi di Kota Malang (Angka Sementara, Hasil KSA Amatan September 2(1)2025-11-25",ios,testessl846@gmail.com,2026-08-20 04:11:06.928253+00,,,6,fitur
7c7f07a5-02e4-468a-8710-969e6f0ef450,view_page,Perekonomian,ios,testessl846@gmail.com,2026-08-20 07:24:05.797728+00,,,1,fitur
7d32c813-c6d5-4cd3-ac70-cb4344fd50ac,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:34:31.531626+00,,,,auth
7d9ab36e-45e3-4251-9129-0805a4325439,view_page,Tenaga Kerja,ios,testessl846@gmail.com,2026-08-20 01:22:00.428562+00,,,2,fitur
7d9bd8a8-985d-4e12-96f0-ce3209794bb2,view_pdf,"Tingkat Penghunian Kamar (TPK) Hotel Kota Malang Bulan Mei 2026 Mencapai 43,48 persen(1)2026-07-01",ios,testessl846@gmail.com,2026-08-20 04:43:40.158491+00,,,1,fitur
7dd92665-6111-41c0-a346-56f4cc79b139,view_infografis_list,Temukan Infografis lainnya,ios,testessl846@gmail.com,2026-08-20 08:29:30.469112+00,,,,infografis
7f5cb399-269a-4f62-9a52-f26ecadc4acf,view_youtube_stream,Siaran Pers - Berita Resmi Statistik Agustus 2026,android,20tttttttttttt@gmail.com,2026-08-31 07:08:54.421616+00,,,,youtube
800a90dc-8220-4d4e-b80e-d0c7a766389b,view_publikasi_list,Temukan Publikasi lainnya,ios,testessl846@gmail.com,2026-08-20 02:58:47.742081+00,,,,publikasi
81a00feb-8df1-401f-8f82-ff15eaf26763,download_file,Infografis ST2023 - I Kota Malang,ios,testessl846@gmail.com,2026-08-20 04:05:08.707852+00,,,,berita
8235fcc1-b80a-42a1-a217-8d8546fb5a69,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:35:54.871093+00,,,,auth
825233f6-dcdc-44e6-ab80-3c763589ad8f,view_page,Kemiskinan,ios,testessl846@gmail.com,2026-08-20 07:24:24.940451+00,,,4,fitur
82580e19-87f8-4ba3-93f3-0f5df00c3335,view_publikasi_list,Temukan Publikasi lainnya,android,20tttttttttttt@gmail.com,2026-08-27 07:39:29.084006+00,,,,publikasi
82acd618-5ced-4eb7-8c85-b42bece338d1,view_pdf,Jumlah Angkatan Kerja Kota Malang pada Agustus 2025 sebanyak 486.794 orang,ios,testessl846@gmail.com,2026-08-19 17:17:30.195791+00,,,2,fitur
82fd1009-06c0-4121-ae37-4f5a32f0eeb1,view_pdf,"Tingkat Penghunian Tingkat Penghunian Kamar Hotel di Kota Malang Tembus 48,57 Persen Selam(1)2026-08-03",ios,testessl846@gmail.com,2026-08-20 04:11:01.921327+00,,,1,fitur
8513d178-d4f6-4cf9-8a4c-c1d5c8b140fe,view_pdf,Inflasi Kota Malang 2025,ios,testessl846@gmail.com,2026-08-20 04:06:00.884884+00,,,1,fitur
85e1db2d-9c74-4cc9-a45d-cbad63050437,view_pdf,Analisis Hasil Survei Kebutuhan Data BPS Kota Malang 2025,android,20tttttttttttt@gmail.com,2026-08-27 07:36:10.323589+00,,,,berita
867128d0-90f1-48df-a0be-81e5f1a9c718,view_page,Laju Pertumbuhan Ekonomi,ios,testessl846@gmail.com,2026-08-20 07:24:08.039435+00,,,1,fitur
8798afde-b8d0-492e-84d2-0072ec812031,view_pdf,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2021–2025,ios,testessl846@gmail.com,2026-08-20 04:12:00.237488+00,,,7,fitur
8a1c9a83-0017-4a19-aac5-8ef46d5df599,view_page,Halaman Login,android,,2026-08-27 05:15:57.050482+00,,,,auth
8a653715-4528-4aaa-97e5-3845d65611d5,view_infografis_list,Temukan Infografis lainnya,ios,testessl846@gmail.com,2026-08-20 02:58:27.459399+00,,,,infografis
8ce7e8e5-1acc-478a-a485-8389e8eab539,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-19 17:17:24.182855+00,,,,berita
8e176e0b-b44a-4fb3-94ba-9c21cbb08c83,download_file,"Juni 2026 Inflasi Year on Year (y-on-y) Kota Malang sebesar 3,16 persen.(1)2026-07-01",android,20tttttttttttt@gmail.com,2026-08-27 07:18:49.788221+00,,,1,fitur
8e4a26c3-cd49-4a45-8ed4-5dfdc9cebf7b,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:35:24.873871+00,,,,auth
8ea75ab4-aa4f-4cd2-914f-014e95ed3fd9,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 02:11:03.416359+00,,,,berita
8ec4f7c6-a1d6-4905-9e05-a0d3e2d3c32d,view_page,Penduduk Menurut Jenis Kelamin,ios,testessl846@gmail.com,2026-08-19 17:17:58.829014+00,,,5,fitur
8ed80d7d-fa34-447d-8c00-ac5ebdf05b12,login_failed,"Supabase AuthException: {""code"":""unexpected_failure"",""message"":""Database error saving new user""}",android,,2026-08-26 04:34:42.062809+00,,,,auth
9199b095-5212-44f3-b23a-f3807c95a1e7,click_login_google,Masuk dengan Google (Native),android,,2026-08-26 04:34:30.951965+00,,,,auth
92391fb5-bb63-4320-bd1b-784da5377ca2,view_page,Penduduk Bekerja (IPM),ios,testessl846@gmail.com,2026-08-20 07:28:58.065256+00,,,3,fitur
9339f63f-f09f-4d21-989c-031c66a54576,view_youtube_list,Lihat arsip Live Youtube,android,20tttttttttttt@gmail.com,2026-08-31 07:08:57.73742+00,,,,youtube
94df5051-ddf0-4201-b577-c2cf92732bc2,view_brs_list,Temukan BRS lainnya,ios,testessl846@gmail.com,2026-08-20 08:17:24.17437+00,,,,berita
